MUNICIPALITY,REGION,TENDER,YEAR,TYPE
MUN_99,METROPOLITANA,BID_34387,2017,EVENT
MUN_31,SUL,BID_6107,2015,EVENT
MUN_155,NOROESTE,BID_116041,2017,EVENT
MUN_157,NORTE,BID_106250,2017,EVENT
MUN_61,NOROESTE,BID_8303,2015,EVENT
MUN_92,SUL,BID_45350,2018,EVENT
MUN_84,NORTE,BID_105624,2017,EVENT
MUN_176,NOROESTE,BID_125395,2015,EVENT
MUN_99,METROPOLITANA,BID_10977,2015,EVENT
MUN_86,NOROESTE,BID_54503,2019,EVENT
MUN_57,METROPOLITANA,BID_121824,2018,EVENT
MUN_121,CENTRO SUL,BID_22334,2017,EVENT
MUN_159,NORTE,BID_25261,2017,EVENT
MUN_56,NOROESTE,BID_30293,2017,EVENT
MUN_84,NORTE,BID_19826,2016,EVENT
MUN_57,METROPOLITANA,BID_100353b,2016,EVENT
MUN_51,NOROESTE,BID_7566,2015,EVENT
MUN_74,CENTRO SUL,BID_32095,2017,EVENT
MUN_123,METROPOLITANA,BID_22562,2017,EVENT
MUN_118,SERTAO,BID_46895,2019,EVENT
MUN_84,NORTE,BID_19816,2016,EVENT
MUN_99,METROPOLITANA,BID_20762,2016,EVENT
MUN_99,METROPOLITANA,BID_20766,2016,EVENT
MUN_99,METROPOLITANA,BID_34382,2017,EVENT
MUN_99,METROPOLITANA,BID_10872,2015,EVENT
MUN_150,JAGUARIBE,BID_37841,2018,EVENT
MUN_7,NOROESTE,BID_53517,2019,EVENT
MUN_74,CENTRO SUL,BID_53771,2019,EVENT
MUN_23,SUL,BID_5510,2015,EVENT
MUN_8,SUL,BID_102690b,2017,EVENT
MUN_162,NOROESTE,BID_101337b,2017,EVENT
MUN_12,NORTE,BID_109841,2017,EVENT
MUN_120,NORTE,BID_35699,2018,EVENT
MUN_64,METROPOLITANA,BID_123998,2015,EVENT
MUN_74,CENTRO SUL,BID_19252,2016,EVENT
MUN_29,NOROESTE,BID_16019,2016,EVENT
MUN_38,SUL,BID_51518,2019,EVENT
MUN_99,METROPOLITANA,BID_104582b,2019,EVENT
MUN_123,METROPOLITANA,BID_35922,2018,EVENT
MUN_31,SUL,BID_16250,2016,EVENT
MUN_120,NORTE,BID_22248,2017,EVENT
MUN_153,NOROESTE,BID_125296,2015,EVENT
MUN_102,NOROESTE,BID_211,2015,EVENT
MUN_129,NORTE,BID_22979,2017,EVENT
MUN_56,NOROESTE,BID_131241,2015,EVENT
MUN_29,NOROESTE,BID_127545,2015,EVENT
MUN_50,NOROESTE,BID_129143,2015,EVENT
MUN_157,NORTE,BID_101313,2019,EVENT
MUN_102,NOROESTE,BID_20992,2017,EVENT
MUN_8,SUL,BID_9502,2015,EVENT
MUN_134,NORTE,BID_36713,2018,EVENT
MUN_129,NORTE,BID_106255,2017,EVENT
MUN_92,SUL,BID_104353b,2019,EVENT
MUN_108,NOROESTE,BID_21347,2017,EVENT
MUN_123,METROPOLITANA,BID_100484b,2019,EVENT
MUN_120,NORTE,BID_35677,2018,EVENT
MUN_68,METROPOLITANA,BID_103487b,2017,EVENT
MUN_10,NORTE,BID_55377,2019,EVENT
MUN_104,SUL,BID_111035,2019,EVENT
MUN_74,CENTRO SUL,BID_127611,2015,EVENT
MUN_44,CENTRO SUL,BID_125738,2015,EVENT
MUN_82,JAGUARIBE,BID_9653,2015,EVENT
MUN_14,JAGUARIBE,BID_37062,2018,EVENT
MUN_31,SUL,BID_100944b,2016,EVENT
MUN_32,NOROESTE,BID_51249,2019,EVENT
MUN_102,NOROESTE,BID_55399,2015,EVENT
MUN_28,NORTE,BID_27906,2017,EVENT
MUN_91,JAGUARIBE,BID_20169,2016,EVENT
MUN_74,CENTRO SUL,BID_32109,2017,EVENT
MUN_155,NOROESTE,BID_55823,2017,EVENT
MUN_168,NORTE,BID_25889,2017,EVENT
MUN_128,NORTE,BID_12222,2016,EVENT
MUN_86,NOROESTE,BID_112047,2018,EVENT
MUN_150,JAGUARIBE,BID_48684,2019,EVENT
MUN_76,SERTAO,BID_9354,2015,EVENT
MUN_169,NOROESTE,BID_101420b,2016,EVENT
MUN_43,METROPOLITANA,BID_16903,2016,EVENT
MUN_164,JAGUARIBE,BID_124786,2015,EVENT
MUN_148,NORTE,BID_100726b,2018,EVENT
MUN_61,NOROESTE,BID_43170,2018,EVENT
MUN_56,NOROESTE,BID_104867,2019,EVENT
MUN_38,SUL,BID_106779,2016,EVENT
MUN_99,METROPOLITANA,BID_100725b,2019,EVENT
MUN_163,SERTAO,BID_49505,2019,EVENT
MUN_156,NOROESTE,BID_13745,2016,EVENT
MUN_97,JAGUARIBE,BID_98637,2018,EVENT
MUN_144,SERTAO,BID_24202,2017,EVENT
MUN_14,JAGUARIBE,BID_100852,2019,EVENT
MUN_137,SERTAO,BID_36881,2018,EVENT
MUN_54,METROPOLITANA,BID_103016b,2019,EVENT
MUN_86,NOROESTE,BID_44972,2018,EVENT
MUN_109,SUL,BID_111037,2019,EVENT
MUN_73,CENTRO SUL,BID_53723,2019,EVENT
MUN_74,CENTRO SUL,BID_53767,2019,EVENT
MUN_132,SERTAO,BID_109553,2018,EVENT
MUN_74,CENTRO SUL,BID_103891,2019,EVENT
MUN_102,NOROESTE,BID_11152,2016,EVENT
MUN_10,NORTE,BID_34454,2018,EVENT
MUN_168,NORTE,BID_39020,2018,EVENT
MUN_144,SERTAO,BID_106070,2016,EVENT
MUN_43,METROPOLITANA,BID_103232,2017,EVENT
MUN_57,METROPOLITANA,BID_126932,2019,EVENT
MUN_109,SUL,BID_111038,2019,EVENT
MUN_24,NORTE,BID_40356,2018,EVENT
MUN_157,NORTE,BID_124290,2015,EVENT
MUN_111,SERTAO,BID_100217,2019,EVENT
MUN_167,SERTAO,BID_4084,2015,EVENT
MUN_152,SUL,BID_48825,2019,EVENT
MUN_19,SUL,BID_15560,2016,EVENT
MUN_157,NORTE,BID_38279,2018,EVENT
MUN_149,NOROESTE,BID_48574,2019,EVENT
MUN_86,NOROESTE,BID_54498,2019,EVENT
MUN_94,SUL,BID_20362,2016,EVENT
MUN_32,NOROESTE,BID_16323,2016,EVENT
MUN_157,NORTE,BID_13776,2016,EVENT
MUN_97,JAGUARIBE,BID_104513b,2019,EVENT
MUN_157,NORTE,BID_25132,2017,EVENT
MUN_129,NORTE,BID_1702,2015,EVENT
MUN_98,SERTAO,BID_45905,2018,EVENT
MUN_175,NORTE,BID_14978,2016,EVENT
MUN_162,NOROESTE,BID_134204,2015,EVENT
MUN_9,JAGUARIBE,BID_10166,2015,EVENT
MUN_157,NORTE,BID_124292,2015,EVENT
MUN_162,NOROESTE,BID_38559,2018,EVENT
MUN_92,SUL,BID_10378,2015,EVENT
MUN_102,NOROESTE,BID_46208,2019,EVENT
MUN_157,NORTE,BID_109850,2016,EVENT
MUN_139,NOROESTE,BID_36930,2018,EVENT
MUN_68,METROPOLITANA,BID_100342b,2017,EVENT
MUN_40,NOROESTE,BID_6547,2015,EVENT
MUN_10,NORTE,BID_100005,2019,EVENT
MUN_157,NORTE,BID_124285,2015,EVENT
MUN_99,METROPOLITANA,BID_123708,2019,EVENT
MUN_172,NOROESTE,BID_4557,2015,EVENT
MUN_184,METROPOLITANA,BID_5188,2015,EVENT
MUN_111,SERTAO,BID_799,2015,EVENT
MUN_161,NOROESTE,BID_25460,2017,EVENT
MUN_78,NOROESTE,BID_9377,2015,EVENT
MUN_86,NOROESTE,BID_104200b,2019,EVENT
MUN_72,JAGUARIBE,BID_103809b,2019,EVENT
MUN_73,CENTRO SUL,BID_75579,2019,EVENT
MUN_43,METROPOLITANA,BID_58752,2015,EVENT
MUN_157,NORTE,BID_59671,2015,EVENT
MUN_34,NORTE,BID_51324,2019,EVENT
MUN_185,NOROESTE,BID_27242,2017,EVENT
MUN_115,NOROESTE,BID_931,2015,EVENT
MUN_157,NORTE,BID_59806,2017,EVENT
MUN_135,JAGUARIBE,BID_47834,2019,EVENT
MUN_37,NOROESTE,BID_73423,2019,EVENT
MUN_23,SUL,BID_40322,2018,EVENT
MUN_115,NOROESTE,BID_11650,2016,EVENT
MUN_57,METROPOLITANA,BID_90498,2018,EVENT
MUN_40,NOROESTE,BID_102658b,2019,EVENT
MUN_154,SUL,BID_24935,2017,EVENT
MUN_63,NOROESTE,BID_103623b,2019,EVENT
MUN_114,NOROESTE,BID_46717,2019,EVENT
MUN_167,SERTAO,BID_4089,2015,EVENT
MUN_129,NORTE,BID_12272,2016,EVENT
MUN_157,NORTE,BID_59673,2016,EVENT
MUN_94,SUL,BID_74675,2016,EVENT
MUN_157,NORTE,BID_69955,2015,EVENT
MUN_13,METROPOLITANA,BID_12406,2016,EVENT
MUN_185,NOROESTE,BID_5258,2015,EVENT
MUN_125,NOROESTE,BID_35998,2018,EVENT
MUN_103,NOROESTE,BID_253,2015,EVENT
MUN_23,SUL,BID_74677,2015,EVENT
MUN_24,NORTE,BID_56152,2019,EVENT
MUN_169,NOROESTE,BID_4217,2015,EVENT
MUN_57,METROPOLITANA,BID_57105,2015,EVENT
MUN_123,METROPOLITANA,BID_22503,2017,EVENT
MUN_57,METROPOLITANA,BID_68557,2017,EVENT
MUN_57,METROPOLITANA,BID_68558,2018,EVENT
MUN_176,NOROESTE,BID_4760,2015,EVENT
MUN_103,NOROESTE,BID_21081,2017,EVENT
MUN_57,METROPOLITANA,BID_58650,2017,EVENT
MUN_57,METROPOLITANA,BID_67735,2017,EVENT
MUN_68,METROPOLITANA,BID_58563,2015,EVENT
MUN_157,NORTE,BID_59807,2017,EVENT
MUN_68,METROPOLITANA,BID_31484,2017,EVENT
MUN_87,NORTE,BID_54594,2019,EVENT
MUN_167,SERTAO,BID_38996,2018,EVENT
MUN_57,METROPOLITANA,BID_67736,2018,EVENT
MUN_157,NORTE,BID_59674,2015,EVENT
MUN_47,NOROESTE,BID_29560,2017,EVENT
MUN_125,NOROESTE,BID_47303,2019,EVENT
MUN_30,SERTAO,BID_92662,2015,EVENT
MUN_126,JAGUARIBE,BID_47341,2019,EVENT
MUN_144,SERTAO,BID_2508,2015,EVENT
MUN_30,SERTAO,BID_92663,2015,EVENT
MUN_22,SERTAO,BID_72067,2018,EVENT
MUN_30,SERTAO,BID_56200,2015,EVENT
MUN_157,NORTE,BID_59808,2017,EVENT
MUN_57,METROPOLITANA,BID_57625,2019,EVENT
MUN_57,METROPOLITANA,BID_90945,2018,EVENT
MUN_57,METROPOLITANA,BID_57399,2016,EVENT
MUN_47,NOROESTE,BID_51984,2019,EVENT
MUN_57,METROPOLITANA,BID_67737,2019,EVENT
MUN_14,JAGUARIBE,BID_37069,2018,EVENT
MUN_132,SERTAO,BID_75753,2015,EVENT
MUN_48,SERTAO,BID_7055,2015,EVENT
MUN_125,NOROESTE,BID_22694,2017,EVENT
MUN_159,NORTE,BID_101364b,2019,EVENT
MUN_68,METROPOLITANA,BID_8604,2015,EVENT
MUN_10,NORTE,BID_71,2015,EVENT
MUN_31,SUL,BID_51166,2019,EVENT
MUN_60,NOROESTE,BID_43126,2018,EVENT
MUN_100,METROPOLITANA,BID_111,2015,EVENT
MUN_65,NOROESTE,BID_8503,2015,EVENT
MUN_157,NORTE,BID_59809,2017,EVENT
MUN_156,NOROESTE,BID_38086,2018,EVENT
MUN_103,NOROESTE,BID_34640,2018,EVENT
MUN_157,NORTE,BID_58780,2015,EVENT
MUN_167,SERTAO,BID_59547,2017,EVENT
MUN_185,NOROESTE,BID_102254b,2019,EVENT
MUN_165,SERTAO,BID_4010,2015,EVENT
MUN_170,NORTE,BID_49874,2019,EVENT
MUN_14,JAGUARIBE,BID_37006,2018,EVENT
MUN_48,SERTAO,BID_60136,2015,EVENT
MUN_103,NOROESTE,BID_46238,2019,EVENT
MUN_54,METROPOLITANA,BID_58249,2017,EVENT
MUN_128,NORTE,BID_1607,2015,EVENT
MUN_157,NORTE,BID_3390,2015,EVENT
MUN_57,METROPOLITANA,BID_71854,2015,EVENT
MUN_58,NOROESTE,BID_18206,2016,EVENT
MUN_125,NOROESTE,BID_100504,2019,EVENT
MUN_22,SERTAO,BID_27530,2017,EVENT
MUN_124,NORTE,BID_22601,2017,EVENT
MUN_126,JAGUARIBE,BID_36039,2018,EVENT
MUN_131,NORTE,BID_58242,2018,EVENT
MUN_14,JAGUARIBE,BID_23811,2017,EVENT
MUN_162,NOROESTE,BID_38702,2018,EVENT
MUN_81,NOROESTE,BID_108425,2018,EVENT
MUN_17,NORTE,BID_14700,2016,EVENT
MUN_94,SUL,BID_97867,2018,EVENT
MUN_38,SUL,BID_16573,2016,EVENT
MUN_167,SERTAO,BID_59543,2016,EVENT
MUN_169,NOROESTE,BID_55978,2018,EVENT
MUN_115,NOROESTE,BID_35278,2018,EVENT
MUN_144,SERTAO,BID_48339,2019,EVENT
MUN_115,NOROESTE,BID_35276,2018,EVENT
MUN_57,METROPOLITANA,BID_71865,2016,EVENT
MUN_30,SERTAO,BID_56213,2019,EVENT
MUN_94,SUL,BID_45508,2018,EVENT
MUN_134,NORTE,BID_100749,2019,EVENT
MUN_84,NORTE,BID_110984,2018,EVENT
MUN_72,JAGUARIBE,BID_43858,2018,EVENT
MUN_160,SERTAO,BID_25409,2017,EVENT
MUN_49,SUL,BID_107669,2018,EVENT
MUN_12,NORTE,BID_22185,2017,EVENT
MUN_56,NOROESTE,BID_42476,2018,EVENT
MUN_52,SERTAO,BID_30056,2017,EVENT
MUN_179,NOROESTE,BID_26851,2017,EVENT
MUN_57,METROPOLITANA,BID_108170,2017,EVENT
MUN_44,CENTRO SUL,BID_51897,2019,EVENT
MUN_134,NORTE,BID_47806,2019,EVENT
MUN_86,NOROESTE,BID_19979,2016,EVENT
MUN_140,SUL,BID_100936,2017,EVENT
MUN_99,METROPOLITANA,BID_34318,2017,EVENT
MUN_103,NOROESTE,BID_34668,2018,EVENT
MUN_79,NOROESTE,BID_54047,2019,EVENT
MUN_109,SUL,BID_88745,2017,EVENT
MUN_108,NOROESTE,BID_107327,2019,EVENT
MUN_12,NORTE,BID_109906,2017,EVENT
MUN_32,NOROESTE,BID_16374,2016,EVENT
MUN_103,NOROESTE,BID_34645,2018,EVENT
MUN_160,SERTAO,BID_97130,2019,EVENT
MUN_134,NORTE,BID_36705,2018,EVENT
MUN_57,METROPOLITANA,BID_121467,2016,EVENT
MUN_54,METROPOLITANA,BID_97862,2017,EVENT
MUN_68,METROPOLITANA,BID_108579,2018,EVENT
MUN_108,NOROESTE,BID_46441,2019,EVENT
MUN_65,NOROESTE,BID_31306,2017,EVENT
MUN_50,NOROESTE,BID_52252,2019,EVENT
MUN_19,SUL,BID_50621,2019,EVENT
MUN_157,NORTE,BID_38173,2018,EVENT
MUN_145,CENTRO SUL,BID_96915,2017,EVENT
MUN_117,SUL,BID_96893,2019,EVENT
MUN_167,SERTAO,BID_49660,2019,EVENT
MUN_54,METROPOLITANA,BID_60817,2018,EVENT
MUN_94,SUL,BID_20318,2016,EVENT
MUN_9,JAGUARIBE,BID_33412,2017,EVENT
MUN_176,NOROESTE,BID_102062,2018,EVENT
MUN_54,METROPOLITANA,BID_52466,2019,EVENT
MUN_157,NORTE,BID_13897,2016,EVENT
MUN_175,NORTE,BID_39488,2018,EVENT
MUN_146,SERTAO,BID_48423,2019,EVENT
MUN_170,NORTE,BID_14796,2016,EVENT
MUN_94,SUL,BID_74680,2018,EVENT
MUN_37,NOROESTE,BID_77216,2018,EVENT
MUN_157,NORTE,BID_13906,2016,EVENT
MUN_58,NOROESTE,BID_52933,2019,EVENT
MUN_130,SERTAO,BID_12463,2016,EVENT
MUN_19,SUL,BID_27363,2017,EVENT
MUN_160,SERTAO,BID_108586,2018,EVENT
MUN_36,NORTE,BID_16512,2016,EVENT
MUN_138,NOROESTE,BID_36926,2018,EVENT
MUN_56,NOROESTE,BID_52563,2019,EVENT
MUN_103,NOROESTE,BID_11178,2016,EVENT
MUN_96,CENTRO SUL,BID_34059,2017,EVENT
MUN_130,SERTAO,BID_36480,2018,EVENT
MUN_147,JAGUARIBE,BID_48515,2019,EVENT
MUN_61,NOROESTE,BID_43173,2018,EVENT
MUN_86,NOROESTE,BID_44979,2018,EVENT
MUN_132,SERTAO,BID_12520,2016,EVENT
MUN_162,NOROESTE,BID_55908,2016,EVENT
MUN_66,NORTE,BID_31400,2017,EVENT
MUN_66,NORTE,BID_122391,2017,EVENT
MUN_66,NORTE,BID_122403,2017,EVENT
MUN_4,NOROESTE,BID_106546,2017,EVENT
MUN_71,JAGUARIBE,BID_122566,2017,EVENT
MUN_44,CENTRO SUL,BID_99792,2017,EVENT
MUN_118,SERTAO,BID_108418,2017,EVENT
MUN_46,NORTE,BID_41739,2018,EVENT
MUN_171,NORTE,BID_14821,2016,EVENT
MUN_30,SERTAO,BID_106013,2016,EVENT
MUN_37,NOROESTE,BID_105387,2018,EVENT
MUN_17,NORTE,BID_106170,2016,EVENT
MUN_111,SERTAO,BID_111554,2016,EVENT
MUN_169,NOROESTE,BID_108432,2016,EVENT
MUN_154,SUL,BID_101214,2019,EVENT
MUN_30,SERTAO,BID_106010,2016,EVENT
MUN_182,SERTAO,BID_15360,2016,EVENT
MUN_30,SERTAO,BID_106007,2016,EVENT
MUN_30,SERTAO,BID_106006,2016,EVENT
MUN_90,JAGUARIBE,BID_123156,2016,EVENT
MUN_154,SUL,BID_38006,2018,EVENT
MUN_47,NOROESTE,BID_17156,2016,EVENT
MUN_118,SERTAO,BID_101884,2018,EVENT
MUN_123,METROPOLITANA,BID_108574,2018,EVENT
MUN_40,NOROESTE,BID_16728,2016,EVENT
MUN_99,METROPOLITANA,BID_46012,2018,EVENT
MUN_167,SERTAO,BID_49636,2019,EVENT
MUN_27,NORTE,BID_40501,2018,EVENT
MUN_54,METROPOLITANA,BID_60128,2016,EVENT
MUN_185,NOROESTE,BID_40076,2018,EVENT
MUN_22,SERTAO,BID_50729,2019,EVENT
MUN_101,NOROESTE,BID_11096,2016,EVENT
MUN_10,NORTE,BID_46023,2019,EVENT
MUN_55,SUL,BID_42422,2018,EVENT
MUN_30,SERTAO,BID_40708,2018,EVENT
MUN_44,CENTRO SUL,BID_29369,2017,EVENT
MUN_178,CENTRO SUL,BID_111558,2018,EVENT
MUN_135,JAGUARIBE,BID_47840,2019,EVENT
MUN_164,JAGUARIBE,BID_38811,2018,EVENT
MUN_15,NORTE,BID_24577,2017,EVENT
MUN_171,NORTE,BID_14817,2016,EVENT
MUN_149,NOROESTE,BID_37637,2018,EVENT
MUN_80,JAGUARIBE,BID_54097,2019,EVENT
MUN_169,NOROESTE,BID_14643,2016,EVENT
MUN_183,JAGUARIBE,BID_39942,2018,EVENT
MUN_44,CENTRO SUL,BID_111561,2018,EVENT
MUN_91,JAGUARIBE,BID_33493,2017,EVENT
MUN_168,NORTE,BID_25924,2017,EVENT
MUN_33,SUL,BID_51266,2019,EVENT
MUN_176,NOROESTE,BID_50150,2019,EVENT
MUN_87,NORTE,BID_20006,2016,EVENT
MUN_103,NOROESTE,BID_34643,2018,EVENT
MUN_115,NOROESTE,BID_35320,2018,EVENT
MUN_15,NORTE,BID_13373,2016,EVENT
MUN_90,JAGUARIBE,BID_108748,2018,EVENT
MUN_37,NOROESTE,BID_28656,2017,EVENT
MUN_45,NOROESTE,BID_41669,2018,EVENT
MUN_128,NORTE,BID_36157,2018,EVENT
MUN_128,NORTE,BID_83035,2018,EVENT
MUN_128,NORTE,BID_83036,2017,EVENT
MUN_9,JAGUARIBE,BID_33406,2017,EVENT
MUN_111,SERTAO,BID_21513,2017,EVENT
MUN_157,NORTE,BID_38189,2018,EVENT
MUN_84,NORTE,BID_44670,2018,EVENT
MUN_44,CENTRO SUL,BID_111562,2018,EVENT
MUN_115,NOROESTE,BID_46754,2019,EVENT
MUN_68,METROPOLITANA,BID_53424,2019,EVENT
MUN_91,JAGUARIBE,BID_99485,2017,EVENT
MUN_146,SERTAO,BID_37441,2018,EVENT
MUN_57,METROPOLITANA,BID_121820,2018,EVENT
MUN_84,NORTE,BID_105009,2017,EVENT
MUN_71,JAGUARIBE,BID_53616,2019,EVENT
MUN_86,NOROESTE,BID_44903,2018,EVENT
MUN_85,NORTE,BID_54481,2019,EVENT
MUN_134,NORTE,BID_99013,2018,EVENT
MUN_128,NORTE,BID_107136,2016,EVENT
MUN_136,NORTE,BID_23603,2017,EVENT
MUN_12,NORTE,BID_114980,2018,EVENT
MUN_141,SUL,BID_102377,2018,EVENT
MUN_130,SERTAO,BID_100700,2019,EVENT
MUN_178,CENTRO SUL,BID_103568,2017,EVENT
MUN_136,NORTE,BID_100793,2019,EVENT
MUN_157,NORTE,BID_104039,2018,EVENT
MUN_174,NORTE,BID_101864,2019,EVENT
MUN_156,NOROESTE,BID_101245,2019,EVENT
MUN_153,NOROESTE,BID_102880,2017,EVENT
MUN_30,SERTAO,BID_103581,2016,EVENT
MUN_137,SERTAO,BID_104109,2016,EVENT
MUN_174,NORTE,BID_102280,2016,EVENT
MUN_160,SERTAO,BID_101372,2019,EVENT
MUN_144,SERTAO,BID_100947,2019,EVENT
MUN_122,METROPOLITANA,BID_103462,2018,EVENT
MUN_167,SERTAO,BID_25822,2017,EVENT
MUN_120,NORTE,BID_47096,2019,EVENT
MUN_43,METROPOLITANA,BID_16899,2016,EVENT
MUN_137,SERTAO,BID_102301,2018,EVENT
MUN_2,SUL,BID_140076,2015,EVENT
MUN_89,JAGUARIBE,BID_33336,2017,EVENT
MUN_22,SERTAO,BID_72079,2019,EVENT
MUN_162,NOROESTE,BID_101447,2019,EVENT
MUN_68,METROPOLITANA,BID_43594,2018,EVENT
MUN_67,NOROESTE,BID_80500,2018,EVENT
MUN_128,NORTE,BID_83030,2017,EVENT
MUN_122,METROPOLITANA,BID_35851,2018,EVENT
MUN_128,NORTE,BID_83031,2018,EVENT
MUN_110,NOROESTE,BID_35021,2018,EVENT
MUN_169,NOROESTE,BID_101759,2019,EVENT
MUN_14,JAGUARIBE,BID_100864,2019,EVENT
MUN_86,NOROESTE,BID_54536,2019,EVENT
MUN_72,JAGUARIBE,BID_53700,2019,EVENT
MUN_84,NORTE,BID_44759,2018,EVENT
MUN_157,NORTE,BID_101324,2019,EVENT
MUN_165,SERTAO,BID_103953,2016,EVENT
MUN_68,METROPOLITANA,BID_58106,2017,EVENT
MUN_68,METROPOLITANA,BID_58107,2017,EVENT
MUN_101,NOROESTE,BID_100062,2019,EVENT
MUN_128,NORTE,BID_83033,2017,EVENT
MUN_179,NOROESTE,BID_102115,2019,EVENT
MUN_146,SERTAO,BID_101011,2019,EVENT
MUN_103,NOROESTE,BID_100107,2019,EVENT
MUN_170,NORTE,BID_101807,2019,EVENT
MUN_8,SUL,BID_74681,2016,EVENT
MUN_75,SERTAO,BID_58251,2019,EVENT
MUN_4,NOROESTE,BID_111608,2017,FOOD
MUN_74,CENTRO SUL,BID_111189,2019,FOOD
MUN_74,CENTRO SUL,BID_105485,2018,FOOD
MUN_4,NOROESTE,BID_111609,2017,FOOD
MUN_4,NOROESTE,BID_120901,2016,FOOD
MUN_31,SUL,BID_104002,2019,FOOD
MUN_169,NOROESTE,BID_101747,2019,FOOD
MUN_164,JAGUARIBE,BID_104413,2019,FOOD
MUN_163,SERTAO,BID_119613,2018,FOOD
MUN_164,JAGUARIBE,BID_105836,2019,FOOD
MUN_164,JAGUARIBE,BID_119646,2019,FOOD
MUN_164,JAGUARIBE,BID_104414,2019,FOOD
MUN_149,NOROESTE,BID_102620,2017,FOOD
MUN_105,NOROESTE,BID_100232,2019,FOOD
MUN_105,NOROESTE,BID_101172,2017,FOOD
MUN_105,NOROESTE,BID_100228,2017,FOOD
MUN_105,NOROESTE,BID_100227,2017,FOOD
MUN_105,NOROESTE,BID_110601,2018,FOOD
MUN_105,NOROESTE,BID_115837,2018,FOOD
MUN_86,NOROESTE,BID_54505,2019,FOOD
MUN_151,SERTAO,BID_103101,2017,FOOD
MUN_98,SERTAO,BID_20626,2016,FOOD
MUN_145,CENTRO SUL,BID_102803,2017,FOOD
MUN_140,SUL,BID_102302,2017,FOOD
MUN_126,JAGUARIBE,BID_36042,2018,FOOD
MUN_105,NOROESTE,BID_46334,2019,FOOD
MUN_152,SUL,BID_102285,2017,FOOD
MUN_135,JAGUARIBE,BID_104225,2017,FOOD
MUN_63,NOROESTE,BID_53212,2019,FOOD
MUN_67,NOROESTE,BID_31420,2017,FOOD
MUN_48,SERTAO,BID_17213,2016,FOOD
MUN_124,NORTE,BID_103097,2017,FOOD
MUN_162,NOROESTE,BID_97248,2016,FOOD
MUN_162,NOROESTE,BID_101437,2019,FOOD
MUN_104,SUL,BID_101233,2018,FOOD
MUN_108,NOROESTE,BID_102708,2016,FOOD
MUN_163,SERTAO,BID_104548,2017,FOOD
MUN_146,SERTAO,BID_103553,2016,FOOD
MUN_135,JAGUARIBE,BID_104228,2018,FOOD
MUN_151,SERTAO,BID_103099,2016,FOOD
MUN_165,SERTAO,BID_101643,2019,FOOD
MUN_160,SERTAO,BID_103554,2017,FOOD
MUN_176,NOROESTE,BID_101937,2019,FOOD
MUN_144,SERTAO,BID_100946,2019,FOOD
MUN_171,NORTE,BID_102886,2017,FOOD
MUN_147,JAGUARIBE,BID_104394,2017,FOOD
MUN_182,SERTAO,BID_102541,2019,FOOD
MUN_151,SERTAO,BID_103100,2016,FOOD
MUN_74,CENTRO SUL,BID_32027,2017,FOOD
MUN_175,NORTE,BID_26584,2017,FOOD
MUN_157,NORTE,BID_107879,2019,FOOD
MUN_43,METROPOLITANA,BID_114370,2018,FOOD
MUN_66,NORTE,BID_107928,2017,FOOD
MUN_23,SUL,BID_105443,2016,FOOD
MUN_159,NORTE,BID_13995,2016,FOOD
MUN_176,NOROESTE,BID_50158,2019,FOOD
MUN_176,NOROESTE,BID_15064,2016,FOOD
MUN_137,SERTAO,BID_114226,2017,FOOD
MUN_27,NORTE,BID_111171,2018,FOOD
MUN_133,SUL,BID_106215,2019,FOOD
MUN_167,SERTAO,BID_115340,2016,FOOD
MUN_44,CENTRO SUL,BID_29371,2017,FOOD
MUN_27,NORTE,BID_102383,2019,FOOD
MUN_85,NORTE,BID_19901,2016,FOOD
MUN_27,NORTE,BID_50942,2019,FOOD
MUN_127,NORTE,BID_109457,2016,FOOD
MUN_43,METROPOLITANA,BID_97212,2016,FOOD
MUN_164,JAGUARIBE,BID_101634,2019,FOOD
MUN_103,NOROESTE,BID_100101,2019,FOOD
MUN_43,METROPOLITANA,BID_41504,2018,FOOD
MUN_17,NORTE,BID_107994,2016,FOOD
MUN_87,NORTE,BID_33266,2017,FOOD
MUN_23,SUL,BID_109814,2016,FOOD
MUN_171,NORTE,BID_26305,2017,FOOD
MUN_77,CENTRO SUL,BID_32322,2017,FOOD
MUN_13,METROPOLITANA,BID_47570,2019,FOOD
MUN_114,NOROESTE,BID_107296,2017,FOOD
MUN_163,SERTAO,BID_49491,2019,FOOD
MUN_140,SUL,BID_105435,2016,FOOD
MUN_44,CENTRO SUL,BID_107257,2018,FOOD
MUN_152,SUL,BID_13585,2016,FOOD
MUN_70,NOROESTE,BID_53557,2019,FOOD
MUN_70,NOROESTE,BID_43696,2018,FOOD
MUN_120,NORTE,BID_47098,2019,FOOD
MUN_136,NORTE,BID_109914,2019,FOOD
MUN_173,CENTRO SUL,BID_14902,2016,FOOD
MUN_105,NOROESTE,BID_11257,2016,FOOD
MUN_158,JAGUARIBE,BID_25238,2017,FOOD
MUN_114,NOROESTE,BID_35240,2018,FOOD
MUN_57,METROPOLITANA,BID_97215,2017,FOOD
MUN_74,CENTRO SUL,BID_104562,2019,FOOD
MUN_129,NORTE,BID_22981,2017,FOOD
MUN_150,JAGUARIBE,BID_101147,2019,FOOD
MUN_6,SERTAO,BID_114255,2019,FOOD
MUN_153,NOROESTE,BID_111194,2016,FOOD
